Unit,Bird_ID,Hemisphere,Track,Unit_letter,Stimulus,Trial,Period,FR_Hz
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,Male_song_2,25,Baseline,0
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,Male_song_2,25,Stimulus,2
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,Male_song_2,26,Baseline,1
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,Male_song_2,26,Stimulus,2
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,Male_song_2,27,Baseline,0
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,Male_song_2,27,Stimulus,0.666666667
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,Male_song_2,28,Baseline,2
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,Male_song_2,28,Stimulus,2
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,Male_song_2,29,Baseline,1
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,Male_song_2,29,Stimulus,0.666666667
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,Male_song_2,30,Baseline,2
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,Male_song_2,30,Stimulus,1.333333333
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,Male_song_3,31,Baseline,3
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,Male_song_3,31,Stimulus,3.333333333
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,Male_song_3,32,Baseline,0
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,Male_song_3,32,Stimulus,4
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,Male_song_3,33,Baseline,2
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,Male_song_3,33,Stimulus,4
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,Male_song_3,34,Baseline,2
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,Male_song_3,34,Stimulus,2
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,Male_song_3,35,Baseline,0
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,Male_song_3,35,Stimulus,0.666666667
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,Male_song_3,36,Baseline,2
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,Male_song_3,36,Stimulus,0.666666667
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,Male_song_3,37,Baseline,1
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,Male_song_3,37,Stimulus,1.333333333
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,Male_song_3,38,Baseline,0
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,Male_song_3,38,Stimulus,2
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,Male_song_3,39,Baseline,1
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,Male_song_3,39,Stimulus,0.666666667
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,Male_song_3,40,Baseline,0
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,Male_song_3,40,Stimulus,0.666666667
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,White_noise,41,Baseline,3
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,White_noise,41,Stimulus,2.666666667
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,White_noise,42,Baseline,3
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,White_noise,42,Stimulus,7.333333333
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,White_noise,43,Baseline,2
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,White_noise,43,Stimulus,4
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,White_noise,44,Baseline,1
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,White_noise,44,Stimulus,2.666666667
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,White_noise,45,Baseline,1
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,White_noise,45,Stimulus,2
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,White_noise,46,Baseline,3
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,White_noise,46,Stimulus,2
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,White_noise,47,Baseline,2
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,White_noise,47,Stimulus,1.333333333
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,White_noise,48,Baseline,0
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,White_noise,48,Stimulus,4
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,White_noise,49,Baseline,0
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,White_noise,49,Stimulus,2
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,White_noise,50,Baseline,0
R37-R3_Lhem_T2TRIAL2.55_B,R37-R3,Lhem,T2TRIAL2.55,B,White_noise,50,Stimulus,0.666666667
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Female_call,1,Baseline,4
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Female_call,1,Stimulus,8
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Female_call,2,Baseline,2
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Female_call,2,Stimulus,10
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Female_call,3,Baseline,2
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Female_call,3,Stimulus,6
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Female_call,4,Baseline,2
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Female_call,4,Stimulus,10
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Female_call,5,Baseline,2
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Female_call,5,Stimulus,6
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Female_call,6,Baseline,3
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Female_call,6,Stimulus,8
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Female_call,7,Baseline,2
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Female_call,7,Stimulus,2
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Female_call,8,Baseline,5
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Female_call,8,Stimulus,10
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Female_call,9,Baseline,4
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Female_call,9,Stimulus,4
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Female_call,10,Baseline,6
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Female_call,10,Stimulus,16
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_1,11,Baseline,1
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_1,11,Stimulus,5.333333333
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_1,12,Baseline,2
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_1,12,Stimulus,2.666666667
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_1,13,Baseline,6
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_1,13,Stimulus,7.333333333
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_1,14,Baseline,5
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_1,14,Stimulus,8
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_1,15,Baseline,3
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_1,15,Stimulus,6
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_1,16,Baseline,3
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_1,16,Stimulus,8.666666667
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_1,17,Baseline,3
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_1,17,Stimulus,3.333333333
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_1,18,Baseline,3
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_1,18,Stimulus,2.666666667
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_1,19,Baseline,5
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_1,19,Stimulus,6
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_1,20,Baseline,4
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_1,20,Stimulus,7.333333333
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_2,21,Baseline,2
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_2,21,Stimulus,4.666666667
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_2,22,Baseline,3
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_2,22,Stimulus,8.666666667
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_2,23,Baseline,7
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_2,23,Stimulus,6.666666667
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_2,24,Baseline,3
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_2,24,Stimulus,4.666666667
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_2,25,Baseline,9
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_2,25,Stimulus,4.666666667
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_2,26,Baseline,2
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_2,26,Stimulus,2.666666667
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_2,27,Baseline,3
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_2,27,Stimulus,10.66666667
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_2,28,Baseline,7
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_2,28,Stimulus,7.333333333
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_2,29,Baseline,4
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_2,29,Stimulus,4.666666667
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_2,30,Baseline,3
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_2,30,Stimulus,7.333333333
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_3,31,Baseline,6
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_3,31,Stimulus,6
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_3,32,Baseline,5
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_3,32,Stimulus,6.666666667
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_3,33,Baseline,6
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_3,33,Stimulus,6.666666667
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_3,34,Baseline,6
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_3,34,Stimulus,6.666666667
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_3,35,Baseline,4
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_3,35,Stimulus,3.333333333
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_3,36,Baseline,1
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_3,36,Stimulus,0.666666667
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_3,37,Baseline,4
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_3,37,Stimulus,3.333333333
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_3,38,Baseline,3
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_3,38,Stimulus,4.666666667
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_3,39,Baseline,2
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_3,39,Stimulus,8.666666667
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_3,40,Baseline,4
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,Male_song_3,40,Stimulus,4.666666667
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,White_noise,41,Baseline,6
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,White_noise,41,Stimulus,6.666666667
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,White_noise,42,Baseline,3
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,White_noise,42,Stimulus,6.666666667
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,White_noise,43,Baseline,5
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,White_noise,43,Stimulus,8
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,White_noise,44,Baseline,3
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,White_noise,44,Stimulus,14
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,White_noise,45,Baseline,3
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,White_noise,45,Stimulus,13.33333333
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,White_noise,46,Baseline,6
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,White_noise,46,Stimulus,6
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,White_noise,47,Baseline,6
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,White_noise,47,Stimulus,8
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,White_noise,48,Baseline,3
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,White_noise,48,Stimulus,11.33333333
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,White_noise,49,Baseline,4
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,White_noise,49,Stimulus,6.666666667
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,White_noise,50,Baseline,0
R37-R3_Lhem_T2TRIAL2.65_A,R37-R3,Lhem,T2TRIAL2.65,A,White_noise,50,Stimulus,10
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Female_call,1,Baseline,0
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Female_call,1,Stimulus,4
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Female_call,2,Baseline,0
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Female_call,2,Stimulus,0
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Female_call,3,Baseline,2
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Female_call,3,Stimulus,2
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Female_call,4,Baseline,1
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Female_call,4,Stimulus,0
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Female_call,5,Baseline,2
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Female_call,5,Stimulus,2
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Female_call,6,Baseline,1
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Female_call,6,Stimulus,0
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Female_call,7,Baseline,0
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Female_call,7,Stimulus,0
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Female_call,8,Baseline,0
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Female_call,8,Stimulus,2
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Female_call,9,Baseline,1
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Female_call,9,Stimulus,2
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Female_call,10,Baseline,0
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Female_call,10,Stimulus,0
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_1,11,Baseline,1
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_1,11,Stimulus,1.333333333
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_1,12,Baseline,1
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_1,12,Stimulus,2.666666667
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_1,13,Baseline,2
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_1,13,Stimulus,0.666666667
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_1,14,Baseline,0
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_1,14,Stimulus,0
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_1,15,Baseline,0
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_1,15,Stimulus,3.333333333
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_1,16,Baseline,1
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_1,16,Stimulus,3.333333333
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_1,17,Baseline,1
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_1,17,Stimulus,1.333333333
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_1,18,Baseline,0
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_1,18,Stimulus,1.333333333
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_1,19,Baseline,0
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_1,19,Stimulus,2
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_1,20,Baseline,3
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_1,20,Stimulus,6
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_2,21,Baseline,0
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_2,21,Stimulus,3.333333333
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_2,22,Baseline,1
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_2,22,Stimulus,1.333333333
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_2,23,Baseline,1
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_2,23,Stimulus,2.666666667
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_2,24,Baseline,0
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_2,24,Stimulus,3.333333333
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_2,25,Baseline,2
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_2,25,Stimulus,2.666666667
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_2,26,Baseline,0
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_2,26,Stimulus,1.333333333
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_2,27,Baseline,1
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_2,27,Stimulus,4.666666667
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_2,28,Baseline,0
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_2,28,Stimulus,3.333333333
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_2,29,Baseline,0
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_2,29,Stimulus,1.333333333
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_2,30,Baseline,0
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_2,30,Stimulus,2
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_3,31,Baseline,3
R37-R3_Lhem_T2TRIAL2.65_B,R37-R3,Lhem,T2TRIAL2.65,B,Male_song_3,31,Stimulus,1.333333333
